indice_tiempo,precio_futuro_londres_marzo,precio_futuro_londres_mayo,precio_futuro_londres_agosto,precio_futuro_londres_octubre,precio_futuro_londres_diciembre,precio_futuro_nueva_york_marzo,precio_futuro_nueva_york_mayo,precio_futuro_nueva_york_julio,precio_futuro_nueva_york_octubre
2014-06-03,,,467.50,476.30,,19.06,,17.19,18.09
2014-06-04,,,465.40,474.10,,18.98,,17.04,17.93
2014-06-05,,,460.10,468.70,,18.71,,16.83,17.66
2014-06-06,,,460.20,469.40,,18.76,,16.92,17.72
2014-06-07,,,,,,,,,
2014-06-08,,,,,,,,,
2014-06-09,,,459.60,470.50,,18.78,,16.98,17.76
2014-06-10,,,460.50,471.40,,18.79,,16.97,17.76
2014-06-11,,,456.20,467.50,,18.66,,16.81,17.62
2014-06-12,,,455.20,465.70,,18.55,,16.70,17.51
2014-06-13,,,465.20,473.90,,18.89,,17.04,17.85
2014-06-14,,,,,,,,,
2014-06-15,,,,,,,,,
2014-06-16,,,466.80,475.80,,19.02,,17.10,17.97
2014-06-17,,,469.90,476.90,,18.96,,17.06,17.91
2014-06-18,,,482.20,486.50,,19.34,,17.53,18.35
2014-06-19,,,,,,,,,
2014-06-20,,,,,,,,,
2014-06-21,,,,,,,,,
2014-06-22,,,,,,,,,
2014-06-23,,,489.80,493.00,,19.70,,17.85,18.71
2014-06-24,,,490.10,493.40,,19.70,,17.81,18.69
2014-06-25,,,488.00,491.40,,19.66,,17.72,18.61
2014-06-26,,,487.40,493.30,,19.81,,17.57,18.73
2014-06-27,,,481.10,486.00,,19.49,,16.85,18.32
2014-06-28,,,,,,,,,
2014-06-29,,,,,,,,,
2014-06-30,,,472.20,477.90,,19.22,,16.62,18.01
2014-07-01,,,466.10,473.90,,19.16,19.20,,17.80
2014-07-02,,,467.50,474.60,,19.28,19.32,,17.87
2014-07-03,,,470.10,472.70,,19.21,19.29,,17.81
2014-07-04,,,466.20,468.10,,,,,
2014-07-05,,,,,,,,,
2014-07-06,,,,,,,,,
2014-07-07,,,462.00,464.00,,18.97,19.06,,17.51
2014-07-08,,,465.20,467.90,,19.15,19.25,,17.68
2014-07-09,,,459.00,462.40,,18.93,19.05,,17.42
2014-07-10,,,453.50,459.10,,18.95,19.07,,17.29
2014-07-11,,,448.30,454.30,,18.86,19.04,,17.07
2014-07-12,,,,,,,,,
2014-07-13,,,,,,,,,
2014-07-14,,,446.90,455.70,,18.77,18.91,,17.19
2014-07-15,,,449.70,454.30,,18.68,18.82,,17.21
2014-07-16,,,450.20,452.80,,18.55,18.70,,17.07
2014-07-17,,,,450.20,464.30,18.32,18.49,,16.92
2014-07-18,,,,449.60,462.80,18.34,18.47,,16.97
2014-07-19,,,,,,,,,
2014-07-20,,,,,,,,,
2014-07-21,,,,455.80,468.70,18.68,18.78,,17.28
2014-07-22,,,,452.00,466.50,18.67,18.79,,17.16
2014-07-23,,,,447.20,461.90,18.54,18.70,,16.96
2014-07-24,,,,447.60,462.80,18.67,18.83,,17.05
2014-07-25,,,,447.80,463.80,18.77,18.92,,17.14
2014-07-26,,,,,,,,,
2014-07-27,,,,,,,,,
2014-07-28,,,,444.80,460.90,18.61,18.78,,16.94
2014-07-29,,,,440.20,455.80,18.34,18.51,,16.62
2014-07-30,,,,441.30,456.10,18.37,18.56,,16.63
2014-07-31,,,,437.70,452.60,18.25,18.46,,16.46
2014-08-01,,,,435.70,451.40,18.20,18.43,,16.35
2014-08-02,,,,,,,,,
2014-08-03,,,,,,,,,
2014-08-04,,,,434.70,450.10,18.13,18.40,,16.32
2014-08-05,,,,431.70,447.50,17.97,18.29,,16.13
2014-08-06,,,,436.80,451.00,18.01,18.27,,16.32
2014-08-07,,,,430.70,445.00,17.70,17.99,,16.05
2014-08-08,,,,433.30,448.00,17.78,18.08,,16.14
2014-08-09,,,,,,,,,
2014-08-10,,,,,,,,,
2014-08-11,,,,436.20,450.50,17.83,18.13,,16.24
2014-08-12,,,,432.40,447.00,17.74,18.06,,16.05
2014-08-13,,,,432.60,448.40,17.80,18.13,,16.02
2014-08-14,,,,430.60,446.20,17.75,18.06,,15.91
2014-08-15,,,,430.90,447.40,17.77,18.05,,15.92
2014-08-16,,,,,,,,,
2014-08-17,,,,,,,,,
2014-08-18,,,,425.40,442.80,17.64,17.95,,15.68
2014-08-19,,,,420.10,438.00,17.37,17.74,,15.47
2014-08-20,,,,424.90,442.70,17.60,17.99,,15.70
2014-08-21,,,,432.70,448.50,17.83,18.18,,15.99
2014-08-22,,,,425.70,441.10,17.51,17.89,,15.64
2014-08-23,,,,,,,,,
2014-08-24,,,,,,,,,
2014-08-25,,,,425.70,441.10,17.33,17.69,,15.36
2014-08-26,,,,428.70,443.60,17.63,17.99,,15.71
2014-08-27,,,,426.30,440.60,17.50,17.90,,15.58
2014-08-28,,,,425.90,441.80,17.54,17.97,,15.56
2014-08-29,,,,423.10,438.90,17.44,17.88,,15.49
2014-08-30,,,,,,,,,
2014-08-31,,,,,,,,,
2014-09-01,,,,424.60,440.60,,,,
2014-09-02,,,,428.80,445.10,17.73,18.15,,15.82
2014-09-03,,,,425.60,442.60,17.59,18.07,,15.62
2014-09-04,,,,417.60,436.00,17.29,17.83,,15.13
2014-09-05,,,,415.90,433.40,17.23,17.77,,15.00
2014-09-06,,,,,,,,,
2014-09-07,,,,,,,,,
2014-09-08,,,,413.60,431.00,17.21,17.70,,14.94
2014-09-09,,,,405.60,426.80,17.08,17.56,,14.88
2014-09-10,,,,396.60,419.30,16.75,17.21,,14.52
2014-09-11,,,,396.40,417.40,16.63,17.13,,14.36
2014-09-12,,,,389.30,410.90,16.32,16.82,,13.78
2014-09-13,,,,,,,,,
2014-09-14,,,,,,,,,
2014-09-15,,,,402.60,416.40,16.27,16.76,,13.67
2014-09-16,431.20,,,,415.10,16.17,16.66,,13.55
2014-09-17,430.80,,,,417.20,16.25,16.69,,13.88
2014-09-18,425.70,,,,413.60,15.95,16.39,,13.79
2014-09-19,420.30,,,,409.50,15.80,16.23,,13.50
2014-09-20,,,,,,,,,
2014-09-21,,,,,,,,,
2014-09-22,420.00,,,,409.60,15.64,16.08,,14.08
2014-09-23,421.40,,,,412.10,15.73,16.11,,14.15
2014-09-24,424.60,,,,415.50,15.90,16.23,,14.62
2014-09-25,429.50,,,,418.50,16.08,16.35,,14.70
2014-09-26,439.40,,,,428.10,16.56,16.79,,15.41
2014-09-27,,,,,,,,,
2014-09-28,,,,,,,,,
2014-09-29,443.60,,,,432.10,16.80,16.98,,15.66
2014-09-30,434.60,,,,422.30,16.45,16.69,,15.48
2014-10-01,428.60,,,,418.50,16.36,16.67,,16.04
2014-10-02,428.20,,,,419.00,16.36,16.66,,16.05
2014-10-03,428.40,,,,436.60,16.44,16.70,,16.94
2014-10-04,,,,,,,,,
2014-10-05,,,,,,,,,
2014-10-06,434.40,,,,445.70,16.98,17.16,,17.33
2014-10-07,434.40,,,,445.80,17.03,17.22,,17.40
2014-10-08,430.10,,,,441.30,16.92,17.14,,17.37
2014-10-09,425.60,,,,436.10,16.70,16.99,,17.27
2014-10-10,,,,,,16.55,16.83,17.14,
2014-10-11,,,,,,,,,
2014-10-12,,,,,,,,,
2014-10-13,433.50,,,,424.30,16.67,16.96,17.27,
2014-10-14,435.50,,,,426.60,16.81,17.07,17.36,
2014-10-15,428.20,,,,421.10,16.50,16.79,17.10,
2014-10-16,432.60,,,,427.20,16.67,16.91,17.17,
2014-10-17,431.20,,,,426.00,16.62,16.88,17.15,
2014-10-18,,,,,,,,,
2014-10-19,,,,,,,,,
2014-10-20,432.70,,,,427.70,16.68,16.92,17.16,
2014-10-21,427.60,,,,422.10,16.44,16.73,16.99,
2014-10-22,424.40,,,,429.90,16.50,16.76,17.02,
2014-10-23,423.10,,,,424.10,16.16,16.45,16.76,
2014-10-24,429.10,,,,428.80,16.38,16.65,16.91,
2014-10-25,,,,,,,,,
2014-10-26,,,,,,,,,
2014-10-27,421.70,,,,421.50,16.03,16.34,16.63,
2014-10-28,427.80,,,,424.40,16.13,16.43,16.71,
2014-10-29,431.20,,,,428.70,16.30,16.60,16.87,
2014-10-30,426.90,,,,427.60,16.30,16.59,16.85,
2014-10-31,420.20,,,,422.40,16.04,16.34,16.62,
2014-11-01,,,,,,,,,
2014-11-02,,,,,,,,,
2014-11-03,418.80,,,,422.70,15.93,16.23,16.49,
2014-11-04,413.40,,,,416.70,15.68,16.06,16.38,
2014-11-05,410.30,,,,415.00,15.51,15.93,16.27,
2014-11-06,410.50,,,,415.40,15.48,15.89,16.21,
2014-11-07,414.50,,,,418.90,15.69,16.07,16.34,
2014-11-08,,,,,,,,,
2014-11-09,,,,,,,,,
2014-11-10,413.70,,,,420.40,15.66,16.03,16.32,
2014-11-11,425.20,,,,432.10,16.23,16.50,16.69,
2014-11-12,428.80,,,,434.10,16.36,16.62,16.79,
2014-11-13,420.80,,,,424.10,16.01,16.30,16.50,
2014-11-14,418.70,,,,424.90,15.90,16.22,16.43,
2014-11-15,,,,,,,,,
2014-11-16,,,,,,,,,
2014-11-17,416.10,,,424.20,,15.77,16.14,16.38,
2014-11-18,414.60,,,423.00,,15.71,16.08,16.33,
2014-11-19,416.40,,,425.10,,15.87,16.23,16.46,
2014-11-20,421.70,,,430.50,,16.10,16.45,16.66,
2014-11-21,420.70,,,429.30,,16.09,16.46,16.67,
2014-11-22,,,,,,,,,
2014-11-23,,,,,,,,,
2014-11-24,417.70,,,426.80,,16.00,16.38,16.58,
2014-11-25,415.80,,,426.50,,16.00,16.36,16.54,
2014-11-26,418.70,,,429.20,,16.12,16.47,16.63,
2014-11-27,414.50,,,425.00,,,,,
2014-11-28,406.90,,,417.40,,15.59,15.96,16.18,
2014-11-29,,,,,,,,,
2014-11-30,,,,,,,,,
2014-12-01,407.10,,,417.50,,15.59,15.95,16.17,
2014-12-02,400.40,,,411.50,,15.24,15.64,15.91,
2014-12-03,396.30,,,407.20,,15.09,15.49,15.76,
2014-12-04,396.40,,,407.30,,15.21,15.59,15.81,
2014-12-05,395.10,,,406.30,,15.14,15.49,15.72,
2014-12-06,,,,,,,,,
2014-12-07,,,,,,,,,
2014-12-08,397.50,,,408.70,,15.30,15.61,15.82,
2014-12-09,398.90,,,409.70,,15.42,15.74,15.95,
2014-12-10,398.80,,,409.40,,15.47,15.78,15.99,
2014-12-11,393.30,,,404.10,,15.15,15.49,15.75,
2014-12-12,390.40,,,401.50,,14.98,15.37,15.66,
2014-12-13,,,,,,,,,
2014-12-14,,,,,,,,,
2014-12-15,388.70,,,399.40,,14.96,15.35,15.62,
2014-12-16,383.70,,,394.20,,14.71,15.08,15.33,
2014-12-17,384.70,,,395.00,,14.72,15.10,15.36,
2014-12-18,391.20,,,400.80,,14.99,15.35,15.60,
2014-12-19,390.90,,,400.60,,14.98,15.33,15.60,
2014-12-20,,,,,,,,,
2014-12-21,,,,,,,,,
2014-12-22,,,,,,,,,
2014-12-23,390.70,,,399.90,,,,,
2014-12-24,392.00,,,400.90,,,,,
2014-12-25,,,,,,,,,
2014-12-26,,,,,,14.70,15.07,15.39,
2014-12-27,,,,,,,,,
2014-12-28,,,,,,,,,
2014-12-29,386.20,,,395.80,,14.60,14.98,15.31,
2014-12-30,,,,,,14.61,15.01,15.34,
2014-12-31,,,,,,14.52,14.92,15.25,
2015-01-01,,,,,,,,,
2015-01-02,379.10,,,388.20,,14.17,14.57,14.90,
2015-01-03,,,,,,,,,
2015-01-04,,,,,,,,,
2015-01-05,380.50,,,389.40,,14.26,16.63,14.95,
2015-01-06,392.90,,,401.50,,14.87,15.19,15.47,
2015-01-07,389.90,,,398.40,,14.78,15.12,15.42,
2015-01-08,392.20,,,400.10,,14.88,15.19,15.46,
2015-01-09,392.60,,,399.80,,14.91,15.20,15.47,
2015-01-10,,,,,,,,,
2015-01-11,,,,,,,,,
2015-01-12,388.70,,,394.90,,14.76,15.04,15.32,
2015-01-13,391.80,,,397.50,,14.87,15.14,15.40,
2015-01-14,393.40,,,399.50,,14.93,15.19,15.45,
2015-01-15,399.80,,,406.70,,15.35,15.56,15.79,
2015-01-16,398.90,,,406.80,,15.33,15.57,15.81,
2015-01-17,,,,,,,,,
2015-01-18,,,,,,,,,
2015-01-19,397.30,,,405.70,,,,,
2015-01-20,407.30,,,415.00,,15.83,15.99,16.16,
2015-01-21,408.30,,,416.60,,15.92,16.11,16.29,
2015-01-22,407.90,,,416.50,,15.91,16.16,16.37,
2015-01-23,393.40,,,402.50,,15.17,15.49,15.78,
2015-01-24,,,,,,,,,
2015-01-25,,,,,,,,,
2015-01-26,397.80,,,407.00,,15.35,15.68,15.99,
2015-01-27,394.00,,,403.90,,15.16,15.49,15.83,
2015-01-28,391.90,,,402.20,,15.16,15.46,15.79,
2015-01-29,384.60,,,395.30,,14.85,15.13,15.43,
2015-01-30,383.40,,,394.60,,14.79,15.05,15.33,
2015-01-31,,,,,,,,,
2015-02-01,,,,,,,,,
2015-02-02,371.80,,,382.00,,14.22,14.49,14.80,
2015-02-03,377.70,,,386.10,,14.47,14.74,15.02,
2015-02-04,377.70,,,385.10,,14.45,14.68,14.97,
2015-02-05,378.50,,,383.40,,14.41,14.52,14.79,
2015-02-06,381.80,,,383.60,,14.51,14.58,14.79,
2015-02-07,,,,,,,,,
2015-02-08,,,,,,,,,
2015-02-09,386.80,,,389.70,,14.82,14.79,14.94,
2015-02-10,383.80,,,387.80,,14.71,14.69,14.84,
2015-02-11,377.00,,,385.20,,14.71,14.62,14.79,
2015-02-12,383.40,,,391.20,,15.04,14.91,15.07,
2015-02-13,382.80,,,390.30,,14.88,14.84,15.03,
2015-02-14,,,,,,,,,
2015-02-15,,,,,,,,,
2015-02-16,391.00,,,396.80,,14.88,14.84,15.03,
2015-02-17,395.70,,,401.70,,15.14,15.07,15.27,
2015-02-18,395.00,,,400.80,,15.09,15.01,15.20,
2015-02-19,395.00,,,400.80,,14.68,14.64,14.89,
2015-02-20,381.00,,,387.00,,14.39,14.32,14.62,
2015-02-21,,,,,,,,,
2015-02-22,,,,,,,,,
2015-02-23,377.70,,,384.00,,14.31,14.13,14.43,
2015-02-24,378.00,,,383.90,,14.17,14.15,14.43,
2015-02-25,371.60,,,377.50,,13.79,13.79,14.08,
2015-02-26,376.20,,,381.00,,14.08,13.99,14.25,
2015-02-27,371.80,,,376.00,,13.93,13.77,14.05,
2015-02-28,,,,,,,,,
2015-03-01,,,,,,,,,
2015-03-02,370.40,,,373.70,,13.64,13.91,14.63,
2015-03-03,367.10,,,369.60,,13.45,13.69,14.39,
2015-03-04,369.20,,,367.80,,13.34,13.53,14.14,
2015-03-05,372.70,,,370.50,,13.44,13.55,14.10,
2015-03-06,374.20,,,371.70,,13.44,13.63,14.20,
2015-03-07,,,,,,,,,
2015-03-08,,,,,,,,,
2015-03-09,370.80,,,367.90,,13.27,13.47,14.06,
2015-03-10,370.40,,,365.80,,13.02,13.21,13.80,
2015-03-11,371.80,,,367.70,,13.14,13.31,13.87,
2015-03-12,371.10,,,369.50,,13.21,13.36,13.94,
2015-03-13,,,,,,,,,
2015-03-14,,,,,,,,,
2015-03-15,,,,,,,,,
2015-03-16,,,,,,,,,
2015-03-17,,,,,,,,,
2015-03-18,,,,,,,,,
2015-03-19,,,,,,,,,
2015-03-20,,,,,,,,,
2015-03-21,,,,,,,,,
2015-03-22,,,,,,,,,
2015-03-23,,368.90,363.90,,,,12.74,12.92,13.51
2015-03-24,,364.80,359.00,,,,12.45,12.65,13.30
2015-03-25,,364.50,360.10,,,,12.52,12.69,13.34
2015-03-26,,363.20,359.30,,,,12.34,12.53,13.17
2015-03-27,,360.00,355.10,,,,12.13,12.29,12.97
2015-03-28,,,,,,,,,
2015-03-29,,,,,,,,,
2015-03-30,,337.50,353.30,,,,11.99,12.16,12.81
2015-03-31,,335.40,350.90,,,,11.93,12.06,12.68
2015-04-01,,358.10,353.20,,,,12.32,12.41,12.95
2015-04-02,,367.30,360.20,,,,12.74,12.80,13.31
2015-04-03,,,,,,,,,
2015-04-04,,,,,,,,,
2015-04-05,,,,,,,,,
2015-04-06,,367.30,360.20,,,,12.54,12.63,13.20
2015-04-07,,366.80,359.60,,,,12.77,12.78,13.30
2015-04-08,,366.40,364.00,,,,12.97,12.89,13.40
2015-04-09,,363.60,360.80,,,,12.80,12.75,13.26
2015-04-10,,365.60,361.80,,,,12.83,12.78,13.30
2015-04-11,,,,,,,,,
2015-04-12,,,,,,,,,
2015-04-13,,366.90,362.10,,,,13.01,12.85,13.33
2015-04-14,,371.50,364.50,,,,13.19,13.04,13.53
2015-04-15,,370.00,363.00,,,,13.00,12.92,13.38
2015-04-16,,377.70,375.20,,,,13.43,13.31,13.72
2015-04-17,,372.70,371.60,,,,13.24,13.18,13.61
2015-04-18,,,,,,,,,
2015-04-19,,,,,,,,,
2015-04-20,,360.80,362.00,,,,12.69,12.67,13.15
2015-04-21,,357.40,357.50,,,,12.41,12.38,12.90
2015-04-22,,360.40,361.10,,,,12.66,12.59,13.08
2015-04-23,,,368.00,369.00,,,13.09,13.03,13.47
2015-04-24,,,374.70,373.90,,,13.23,13.19,13.62
2015-04-25,,,,,,,,,
2015-04-26,,,,,,,,,
2015-04-27,,,377.80,377.20,,,13.31,13.38,13.83
2015-04-28,,,376.50,375.80,,,13.17,13.22,13.67
2015-04-29,,,374.90,373.80,,,13.09,13.15,13.55
2015-04-30,,,378.20,378.20,,,13.18,13.60,14.71
2015-05-01,,,373.40,370.50,,,12.91,13.33,14.47
2015-05-02,,,,,,,,,
2015-05-03,,,,,,,,,
2015-05-04,,,373.40,370.50,,,12.51,12.94,14.14
2015-05-05,,,372.10,368.90,,,12.75,13.13,14.32
2015-05-06,,,373.50,370.90,,,12.87,13.25,14.45
2015-05-07,,,375.50,372.60,,,12.96,13.36,14.55
2015-05-08,,,382.70,380.00,,,13.48,13.81,14.90
2015-05-09,,,,,,,,,
2015-05-10,,,,,,,,,
2015-05-11,,,383.20,380.40,,,13.58,13.89,14.96
2015-05-12,,,383.30,381.10,,14.46,,12.96,13.32
2015-05-13,,,370.10,369.70,,14.38,,12.84,13.20
2015-05-14,,,370.10,369.10,,14.36,,12.89,13.20
2015-05-15,,,367.80,368.20,,14.33,,12.78,13.13
2015-05-16,,,,,,,,,
2015-05-17,,,,,,,,,
2015-05-18,,,367.00,367.40,,14.39,,12.86,13.21
2015-05-19,,,366.60,367.70,,14.15,,12.59,12.95
2015-05-20,,,360.60,362.00,,,,,
2015-05-21,,,356.90,359.40,,14.06,,12.49,12.85
2015-05-22,,,351.30,354.10,,13.88,,12.31,12.66
2015-05-23,,,,,,,,,
2015-05-24,,,,,,,,,
2015-05-25,,,,,,,,,
2015-05-26,,,347.80,350.40,,13.66,,12.08,12.42
2015-05-27,,,345.70,347.00,,13.53,,11.87,12.18
2015-05-28,,,347.40,348.20,,13.53,,11.94,12.27
2015-05-29,,,349.10,349.10,,13.59,,11.98,12.28
2015-05-30,,,,,,,,,
2015-05-31,,,,,,,,,
2015-06-01,,,353.40,353.90,,13.85,,12.25,12.55
2015-06-02,,,355.00,355.00,,13.92,,12.32,12.65
2015-06-03,,,350.10,350.50,,13.77,,12.05,12.40
2015-06-04,,,351.50,352.30,,13.80,,12.12,12.46
2015-06-05,,,350.70,351.90,,13.75,,12.05,12.42
2015-06-06,,,,,,,,,
2015-06-07,,,,,,,,,
2015-06-08,,,351.20,354.00,,13.88,,12.16,12.55
2015-06-09,,,349.40,351.90,,13.77,,12.07,12.42
2015-06-10,,,349.50,351.20,,13.67,,12.01,12.33
2015-06-11,,,344.80,346.10,,13.42,,11.64,12.04
2015-06-12,,,347.20,348.00,,13.50,,11.72,12.07
2015-06-13,,,,,,,,,
2015-06-14,,,,,,,,,
2015-06-15,,,345.00,344.50,,13.27,,11.46,11.83
2015-06-16,,,344.20,343.10,,13.18,,11.31,11.68
2015-06-17,,,345.40,344.70,,13.29,,11.35,11.77
2015-06-18,,,345.40,343.80,,13.23,,11.25,11.69
2015-06-19,,,348.60,344.10,,11.12,,11.55,13.14
2015-06-20,,,,,,,,,
2015-06-21,,,,,,,,,
2015-06-22,,,357.50,352.40,,11.48,,11.94,13.44
2015-06-23,,,356.60,349.90,,11.25,,11.77,13.30
2015-06-24,,,,,,,,,
2015-06-25,,,,,,,,,
2015-06-26,,,,,,,,,
2015-06-27,,,,,,,,,
2015-06-28,,,,,,,,,
2015-06-29,,,363.70,357.60,,13.41,,11.82,12.07
2015-06-30,,,370.30,364.60,,13.76,,12.28,12.47
2015-07-01,,,370.30,364.60,,13.67,13.73,,12.44
2015-07-02,,,368.30,363.20,,13.63,13.73,,12.30
2015-07-03,,,,,,,,,
2015-07-04,,,,,,,,,
2015-07-05,,,,,,,,,
2015-07-06,,,371.10,365.40,,13.72,13.80,,12.48
2015-07-07,,,375.90,370.20,,13.57,13.64,,12.33
2015-07-08,,,371.40,366.30,,13.53,13.57,,12.31
2015-07-09,,,360.00,353.40,,13.20,13.28,,11.90
2015-07-10,,,372.80,366.10,,13.65,13.68,,12.41
2015-07-11,,,,,,,,,
2015-07-12,,,,,,,,,
2015-07-13,,,373.90,367.20,,13.80,13.82,,12.56
2015-07-14,,,375.10,368.10,,13.89,13.92,,12.64
2015-07-15,,,372.70,364.10,,13.75,13.81,,12.46
2015-07-16,,,369.20,361.50,,13.62,13.71,,12.27
2015-07-17,,,357.40,356.00,,13.35,13.44,,11.96
2015-07-18,,,,,,,,,
2015-07-19,,,,,,,,,
2015-07-20,,,347.90,346.90,,12.92,13.05,,11.44
2015-07-21,,,,348.30,346.30,12.90,13.02,,11.42
2015-07-22,,,,348.00,345.20,12.80,12.92,,11.38
2015-07-23,,,,349.50,346.10,12.83,12.92,,11.51
2015-07-24,,,,346.60,343.00,12.57,12.69,,11.24
2015-07-25,,,,,,,,,
2015-07-26,,,,,,,,,
2015-07-27,,,,349.10,344.70,12.51,12.61,,11.24
2015-07-28,,,,365.10,357.20,12.42,12.51,,11.17
2015-07-29,,,,357.20,350.80,12.64,12.71,,11.46
2015-07-30,,,,353.50,348.30,12.52,12.60,,11.27
2015-07-31,,,,349.40,345.00,12.40,12.50,,11.14
2015-08-01,,,,,,,,,
2015-08-02,,,,,,,,,
2015-08-03,,,,347.10,342.60,12.18,12.28,,10.89
2015-08-04,,,,347.70,342.90,12.25,12.35,,11.01
2015-08-05,,,,343.50,336.60,11.83,11.94,,10.70
2015-08-06,,,,343.50,336.60,11.83,11.94,,10.70
2015-08-07,,,,345.30,339.80,11.91,12.03,,10.66
2015-08-08,,,,,,,,,
2015-08-09,,,,,,,,,
2015-08-10,,,,346.90,339.80,11.85,12.00,,10.57
2015-08-11,,,,352.60,345.30,11.85,12.03,,10.62
2015-08-12,,,,350.10,342.80,11.74,11.93,,10.54
2015-08-13,,,,,,,,,
2015-08-14,,,,,,,,,
2015-08-15,,,,,,,,,
2015-08-16,,,,,,,,,
2015-08-17,,,,,,,,,
2015-08-18,,,,,,,,,
2015-08-19,,,,,,,,,
2015-08-20,,,,333.60,332.90,11.82,11.99,,10.62
2015-08-21,,,,333.70,331.20,11.60,11.77,,10.44
2015-08-22,,,,,,,,,
2015-08-23,,,,,,,,,
2015-08-24,,,,333.60,330.30,11.51,11.67,,10.39
2015-08-25,,,,339.60,335.40,11.71,11.86,,10.60
2015-08-26,,,,334.20,330.80,11.58,11.71,,10.53
2015-08-27,,,,342.90,341.60,11.91,12.02,,11.06
2015-08-28,,,,341.40,340.80,11.96,12.08,,10.97
2015-08-29,,,,,,,,,
2015-08-30,,,,,,,,,
2015-08-31,,,,341.40,340.80,11.77,11.95,,10.69
2015-09-01,,,,336.60,340.20,11.78,11.92,,10.71
2015-09-02,,,,338.00,339.60,11.75,11.88,,10.73
2015-09-03,,,,349.40,352.80,12.25,12.29,,11.34
2015-09-04,,,,347.50,348.60,12.21,12.28,,11.27
2015-09-05,,,,,,,,,
2015-09-06,,,,,,,,,
2015-09-07,,,,347.90,352.10,,,,
2015-09-08,,,,344.60,349.30,12.06,12.19,,11.07
2015-09-09,,,,346.00,351.60,12.39,12.49,,11.43
2015-09-10,,,,338.90,347.50,12.27,12.31,,11.33
2015-09-11,,,,346.10,354.50,12.45,12.44,,11.66
2015-09-12,,,,,,,,,
2015-09-13,,,,,,,,,
2015-09-14,,,,342.60,353.20,12.38,12.36,,11.50
2015-09-15,,,,346.90,355.40,12.31,12.30,,11.40
2015-09-16,353.50,,,,357.50,12.33,12.32,,11.47
2015-09-17,350.30,,,,354.70,12.22,12.18,,11.44
2015-09-18,339.70,,,,343.40,11.70,11.68,,10.98
2015-09-19,,,,,,,,,
2015-09-20,,,,,,,,,
2015-09-21,339.30,,,,341.40,11.67,11.66,,10.93
2015-09-22,337.40,,,,340.30,11.57,11.53,,10.88
2015-09-23,338.00,,,,341.50,11.55,11.49,,10.95
2015-09-24,344.90,,,,348.90,11.86,11.78,,11.19
2015-09-25,355.90,,,,360.00,12.41,12.31,,11.74
2015-09-26,,,,,,,,,
2015-09-27,,,,,,,,,
2015-09-28,355.30,,,,359.80,12.38,12.30,,11.75
2015-09-29,357.00,,,,361.60,12.46,12.38,,11.76
2015-09-30,365.70,,,,370.00,12.80,12.72,,12.87
2015-10-01,373.70,,,,378.40,13.26,13.06,,12.91
2015-10-02,379.50,,,,384.00,13.53,13.33,,13.18
2015-10-03,,,,,,,,,
2015-10-04,,,,,,,,,
2015-10-05,381.80,,,,386.80,13.45,13.33,,13.64
2015-10-06,381.80,,,,385.90,13.63,13.45,13.32,
2015-10-07,387.80,,,,388.70,13.98,13.72,13.49,
2015-10-08,388.20,,,,386.70,14.01,13.77,13.56,
2015-10-09,393.40,,,,392.00,14.34,14.06,13.89,
2015-10-10,,,,,,,,,
2015-10-11,,,,,,,,,
2015-10-12,393.60,,,,393.00,14.24,14.03,13.86,
2015-10-13,383.30,,,,381.40,13.83,13.65,13.51,
2015-10-14,388.20,,,,386.50,14.09,13.89,13.72,
2015-10-15,390.00,,,,388.60,14.13,13.93,13.76,
2015-10-16,392.00,,,,389.50,14.27,14.05,13.85,
2015-10-17,,,,,,,,,
2015-10-18,,,,,,,,,
2015-10-19,391.30,,,,388.70,14.26,14.06,13.89,
2015-10-20,387.00,,,,384.40,14.06,13.87,13.73,
2015-10-21,389.10,,,,386.00,14.18,13.96,13.76,
2015-10-22,395.20,,,,390.90,14.60,14.26,13.99,
2015-10-23,388.30,,,,383.90,14.28,14.01,13.79,
2015-10-24,,,,,,,,,
2015-10-25,,,,,,,,,
2015-10-26,395.60,,,,392.20,14.64,14.25,13.98,
2015-10-27,391.90,,,,388.60,14.42,14.09,13.88,
2015-10-28,397.20,,,,393.60,14.65,14.27,14.06,
2015-10-29,395.80,,,,392.30,14.56,14.17,13.94,
2015-10-30,394.80,,,,391.40,14.52,14.17,13.93,
2015-10-31,,,,,,,,,
2015-11-01,,,,,,,,,
2015-11-02,409.50,,,,407.50,15.11,14.71,14.42,
2015-11-03,418.50,,,,417.70,15.49,15.05,14.68,
2015-11-04,399.40,,,,396.40,14.64,14.31,14.05,
2015-11-05,400.90,,,,395.50,14.76,14.41,14.14,
2015-11-06,393.80,,,,385.80,14.46,14.13,13.88,
2015-11-07,,,,,,,,,
2015-11-08,,,,,,,,,
2015-11-09,384.60,,,,375.70,13.99,13.69,13.49,
2015-11-10,398.70,,,,384.80,14.71,14.36,14.12,
2015-11-11,398.00,,,,383.50,14.69,14.34,14.07,
2015-11-12,402.60,,,,387.70,14.97,14.60,14.29,
2015-11-13,403.50,406.20,,,,15.04,14.67,14.36,
2015-11-14,,,,,,,,,
2015-11-15,,,,,,,,,
2015-11-16,405.30,408.20,,,,15.18,14.79,14.47,
2015-11-17,396.50,399.30,,,,14.78,14.40,14.11,
2015-11-18,390.80,394.10,,,,14.47,14.14,13.92,
